Sales,Shipping_Duration_Days,Order_Year,Order_Month,Order_Day,Order_Weekday,Category_Office Supplies,Category_Technology,Sub-Category_Appliances,Sub-Category_Art,Sub-Category_Binders,Sub-Category_Bookcases,Sub-Category_Chairs,Sub-Category_Copiers,Sub-Category_Envelopes,Sub-Category_Fasteners,Sub-Category_Furnishings,Sub-Category_Labels,Sub-Category_Machines,Sub-Category_Paper,Sub-Category_Phones,Sub-Category_Storage,Sub-Category_Supplies,Sub-Category_Tables,Segment_Corporate,Segment_Home Office,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Region_East,Region_South,Region_West,State_Encoded,City_Grouped_Columbus,City_Grouped_Houston,City_Grouped_Los Angeles,City_Grouped_New York City,City_Grouped_Other,City_Grouped_Philadelphia,City_Grouped_San Diego,City_Grouped_San Francisco,City_Grouped_Seattle,City_Grouped_Springfield,Sales_per_Product
12.35,4,2015,2,2,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,3,False,False,False,False,False,False,True,False,False,False,16.42326086956522
9.702,0,2017,3,8,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,1,False,False,False,False,True,False,False,False,False,False,21.560000000000002
11.61,4,2016,11,22,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,36,False,False,False,False,False,True,False,False,False,False,46.16357142857142
43.86,6,2018,10,30,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,3,False,False,False,False,False,False,False,True,False,False,29.24
148.48,6,2018,10,30,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,3,False,False,False,False,False,False,False,True,False,False,310.4581818181818
7.42,6,2018,10,30,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,3,False,False,False,False,False,False,False,True,False,False,8.409333333333334
71.992,6,2018,10,30,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,3,False,False,False,False,False,False,False,True,False,False,181.104875
19.9,6,2018,10,30,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,3,False,False,False,False,False,False,False,True,False,False,21.3925
1702.12,6,2018,10,30,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,3,False,False,False,False,False,False,False,True,False,False,466.0566666666666
14.304,5,2016,1,30,5,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,41,False,True,False,False,False,False,False,False,False,False,14.602
765.625,5,2018,9,8,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,11,False,False,False,False,False,False,False,False,False,False,568.75
307.666,6,2018,10,7,6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,3,False,False,False,False,False,False,False,True,False,False,411.72950000000003
7.712,4,2017,4,30,6,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,30,False,False,False,True,False,False,False,False,False,False,8.943777777777777
242.9,5,2017,5,19,4,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,30,False,False,False,True,False,False,False,False,False,False,136.024
454.9,5,2017,5,19,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,30,False,False,False,True,False,False,False,False,False,False,313.88100000000003
35.92,5,2017,5,19,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,30,False,False,False,True,False,False,False,False,False,False,24.374285714285715
39.76,5,2017,5,19,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,30,False,False,False,True,False,False,False,False,False,False,17.892
47.744,5,2017,5,19,4,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,30,False,False,False,True,False,False,False,False,False,False,34.316
159.984,5,2016,12,20,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,11,False,False,False,False,False,False,False,False,False,False,334.9665
255.968,5,2016,12,20,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,11,False,False,False,False,False,False,False,False,False,False,229.30466666666666
359.058,5,2016,12,20,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,11,False,False,False,False,False,False,False,False,False,False,356.92075
434.352,1,2016,12,19,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,36,False,False,False,False,False,True,False,False,False,False,501.5731428571429
3.552,1,2016,12,19,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,36,False,False,False,False,False,True,False,False,False,False,2.442
88.832,1,2016,12,19,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,36,False,False,False,False,False,True,False,False,False,False,81.42933333333333
1048.35,5,2018,4,29,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,33,False,False,False,False,True,False,False,False,False,False,747.823
100.0,0,2017,2,7,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,44,False,False,False,False,False,False,False,False,False,True,73.33333333333333
7.83,0,2017,2,7,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,44,False,False,False,False,False,False,False,False,False,True,7.395
96.256,5,2015,9,28,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,31,False,False,False,False,True,False,False,False,False,False,93.24799999999999
10.688,5,2015,9,28,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,31,False,False,False,False,True,False,False,False,False,False,20.541
338.04,4,2017,7,10,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,41,False,False,False,False,True,False,False,False,False,False,639.8614285714285
154.24,4,2017,7,10,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,41,False,False,False,False,True,False,False,False,False,False,233.288
34.848,3,2018,7,29,6,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,31,False,False,False,False,True,False,False,False,False,False,39.93
22.0,3,2018,7,29,6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,31,False,False,False,False,True,False,False,False,False,False,20.9
4.368,3,2018,7,29,6,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,31,False,False,False,False,True,False,False,False,False,False,5.096
31.44,6,2016,9,3,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,3,False,False,False,False,False,False,False,True,False,False,31.44
17.9,6,2016,9,3,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,3,False,False,False,False,False,False,False,True,False,False,36.76384615384615
129.45,6,2016,9,3,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,3,False,False,False,False,False,False,False,True,False,False,125.30760000000001
20.88,7,2015,8,9,6,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,3,False,False,False,False,False,False,True,False,False,False,9.395999999999999
20.736,4,2018,10,30,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,36,False,False,False,False,False,True,False,False,False,False,15.811200000000003
7.168,4,2018,10,30,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,36,False,False,False,False,False,True,False,False,False,False,11.648
11.168,4,2018,10,30,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,36,False,False,False,False,False,True,False,False,False,False,37.5175
442.4,4,2018,10,30,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,36,False,False,False,False,False,True,False,False,False,False,344.44
13.36,3,2015,6,6,5,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,30,False,False,False,False,True,False,False,False,False,False,29.9264
11.232,4,2017,8,13,6,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,31,False,False,False,False,True,False,False,False,False,False,11.098285714285712
10.272,4,2017,8,13,6,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,31,False,False,False,False,True,False,False,False,False,False,54.86718181818182
10.368,4,2015,4,25,5,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,41,False,True,False,False,False,False,False,False,False,False,12.96
6.24,4,2015,4,25,5,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,41,False,True,False,False,False,False,False,False,False,False,6.066666666666666
206.962,5,2016,11,22,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,41,False,False,False,False,True,False,False,False,False,False,291.4362857142857
9.46,3,2018,10,14,6,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3,False,False,False,False,True,False,False,False,False,False,17.14625
559.62,3,2018,12,2,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,3,False,False,False,False,False,False,False,True,False,False,230.06599999999997
109.92,3,2018,12,2,6,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,3,False,False,False,False,False,False,False,True,False,False,153.888
8.56,3,2018,12,2,6,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,3,False,False,False,False,False,False,False,True,False,False,15.652571428571429
360.712,3,2016,12,8,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,41,False,False,False,False,True,False,False,False,False,False,213.148
1718.4,3,2016,12,8,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,41,False,False,False,False,True,False,False,False,False,False,887.8399999999999
41.568,2,2016,7,13,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,41,False,True,False,False,False,False,False,False,False,False,92.37333333333333
46.864,6,2015,5,11,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,41,False,True,False,False,False,False,False,False,False,False,88.84633333333333
19.536,7,2015,1,5,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,36,False,False,False,False,False,True,False,False,False,False,36.63
411.332,4,2016,9,5,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,3,False,False,False,False,False,False,True,False,False,False,354.87466666666666
28.752,4,2016,9,5,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,3,False,False,False,False,False,False,True,False,False,False,31.148
293.199,4,2016,9,5,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,3,False,False,False,False,False,False,True,False,False,False,272.8311142857143
35.06,4,2017,8,4,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,44,False,False,False,False,True,False,False,False,False,False,56.096000000000004
4.13,4,2017,8,4,4,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,44,False,False,False,False,True,False,False,False,False,False,13.399555555555557
109.8,4,2017,8,4,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,44,False,False,False,False,True,False,False,False,False,False,45.13999999999999
9.82,4,2017,8,4,4,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,44,False,False,False,False,True,False,False,False,False,False,22.095
7.644,4,2015,3,22,6,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,31,False,False,False,False,True,False,False,False,False,False,21.49875
51.465,4,2015,3,22,6,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,31,False,False,False,False,True,False,False,False,False,False,107.88588888888889
6.976,6,2018,3,2,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,41,False,False,False,False,True,False,False,False,False,False,14.616000000000001
12.222,6,2018,3,2,4,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,41,False,False,False,False,True,False,False,False,False,False,19.86075
97.984,2,2017,11,27,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,11,False,False,False,False,False,False,False,False,False,False,289.05280000000005
62.4,2,2017,11,27,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,11,False,False,False,False,False,False,False,False,False,False,37.375
20.86,5,2015,4,28,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,18,False,False,False,False,True,False,False,False,False,False,29.204
497.61,5,2015,4,28,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,18,False,False,False,False,True,False,False,False,False,False,313.31
5.34,5,2015,4,28,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,18,False,False,False,False,True,False,False,False,False,False,10.146
3.15,5,2015,4,28,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,18,False,False,False,False,True,False,False,False,False,False,8.505
368.91,4,2016,11,24,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,3,False,False,True,False,False,False,False,False,False,False,187.52925
14.7,4,2016,11,24,3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,3,False,False,True,False,False,False,False,False,False,False,12.935999999999998
59.97,5,2017,11,11,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,30,False,False,False,True,False,False,False,False,False,False,72.96350000000001
83.36,5,2017,11,11,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,30,False,False,False,True,False,False,False,False,False,False,136.7104
6.58,4,2016,7,9,5,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,19,False,False,False,False,True,False,False,False,False,False,12.282666666666666
122.94,4,2016,7,9,5,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,19,False,False,False,False,True,False,False,False,False,False,109.15581818181818
219.84,4,2018,9,22,5,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,47,False,False,False,False,True,False,False,False,False,False,153.888
98.16,4,2018,9,22,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,47,False,False,False,False,True,False,False,False,False,False,64.89466666666667
33.04,4,2018,9,22,5,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,47,False,False,False,False,True,False,False,False,False,False,16.313499999999998
86.97,4,2018,9,22,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,47,False,False,False,False,True,False,False,False,False,False,96.2468
134.97,4,2016,2,15,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,47,False,False,False,False,True,False,False,False,False,False,124.47233333333332
699.98,4,2016,2,15,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,47,False,False,False,False,True,False,False,False,False,False,1189.9660000000001
139.95,4,2016,2,15,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,47,False,False,False,False,True,False,False,False,False,False,143.14885714285714
48.94,4,2015,9,30,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,30,False,False,False,True,False,False,False,False,False,False,114.19333333333333
2807.84,2,2015,12,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,47,False,False,False,False,True,False,False,False,False,False,1096.8125
46.64,2,2015,12,1,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,47,False,False,False,False,True,False,False,False,False,False,20.988
60.416,5,2015,12,8,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,41,False,True,False,False,False,False,False,False,False,False,122.3424
107.94,5,2017,9,5,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,14,False,False,False,False,True,False,False,False,False,False,117.53466666666667
63.84,3,2018,8,27,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,30,False,False,False,True,False,False,False,False,False,False,37.506
347.97,3,2018,8,27,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,30,False,False,False,True,False,False,False,False,False,False,386.6333333333334
37.008,3,2018,8,27,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,30,False,False,False,True,False,False,False,False,False,False,21.5109
215.65,4,2017,7,7,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,3,False,False,False,False,True,False,False,False,False,False,83.38466666666666
11.168,2,2017,8,8,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,41,False,False,False,False,True,False,False,False,False,False,11.517
53.952,2,2017,8,8,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,41,False,False,False,False,True,False,False,False,False,False,40.464
4.18,6,2017,11,13,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,45,False,False,False,False,True,False,False,False,False,False,13.898499999999999
5.607,4,2018,9,22,5,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,36,False,False,False,False,False,True,False,False,False,False,53.934000000000005
4663.736,4,2018,9,22,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,36,False,False,False,False,False,True,False,False,False,False,2776.0333333333333
79.984,4,2018,9,22,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,36,False,False,False,False,False,True,False,False,False,False,176.21475
2575.944,3,2017,12,25,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,3,False,False,True,False,False,False,False,False,False,False,2253.951
45.36,3,2017,12,25,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,3,False,False,True,False,False,False,False,False,False,False,21.888
254.24,3,2017,12,25,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,3,False,False,True,False,False,False,False,False,False,False,131.5591111111111
69.93,2,2017,2,11,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,34,False,False,False,False,True,False,False,False,False,False,36.82028571428572
16.156,6,2017,10,23,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,11,False,False,False,False,False,False,False,False,False,False,25.1572
54.816,6,2017,10,23,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,11,False,False,False,False,False,False,False,False,False,False,87.934
1441.3,2,2015,6,9,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,44,False,False,False,False,True,False,False,False,False,False,650.644
77.6,6,2018,11,20,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,33,False,False,False,False,True,False,False,False,False,False,72.42666666666666
4.656,6,2018,11,20,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,33,False,False,False,False,True,False,False,False,False,False,6.485142857142857
170.136,4,2016,9,14,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,3,False,False,True,False,False,False,False,False,False,False,267.60975
7.38,0,2016,6,4,5,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,45,False,False,False,False,False,False,False,False,True,False,8.3025
9.26,0,2016,6,4,5,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,45,False,False,False,False,False,False,False,False,True,False,12.699428571428571
9.96,2,2016,12,13,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,3,False,False,True,False,False,False,False,False,False,False,24.236
75.6,4,2015,5,25,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,11,False,False,False,False,False,False,False,False,False,False,389.34000000000003
29.32,4,2015,5,25,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,11,False,False,False,False,False,False,False,False,False,False,58.64
92.064,4,2017,2,16,3,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,11,False,False,False,False,False,False,False,False,False,False,149.60399999999998
6.976,4,2017,2,16,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,11,False,False,False,False,False,False,False,False,False,False,7.848
62.958,4,2017,2,16,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,11,False,False,False,False,False,False,False,False,False,False,114.78057142857143
5.184,4,2017,2,16,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,11,False,False,False,False,False,False,False,False,False,False,12.182400000000001
31.32,6,2017,12,22,4,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,35,False,False,False,False,True,False,False,False,False,False,22.968
11.84,6,2017,12,22,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,35,False,False,False,False,True,False,False,False,False,False,13.504999999999999
22.784,6,2017,12,22,4,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,35,False,False,False,False,True,False,False,False,False,False,84.3008
1127.976,3,2017,2,8,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,31,False,False,False,False,True,False,False,False,False,False,1221.974
38.88,2,2016,7,13,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,9,False,False,False,False,True,False,False,False,False,False,26.244
779.796,6,2015,5,18,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,33,False,False,False,False,True,False,False,False,False,False,2166.1000000000004
1439.92,0,2018,10,21,6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,34,False,False,False,False,True,False,False,False,False,False,778.45675
262.11,0,2018,10,21,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,34,False,False,False,False,True,False,False,False,False,False,423.7445
207.0,4,2016,11,5,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,31,False,False,False,False,True,False,False,False,False,False,298.640625
1439.982,6,2018,8,1,2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,41,False,False,False,False,True,False,False,False,False,False,2319.971
36.288,6,2018,8,1,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,41,False,False,False,False,True,False,False,False,False,False,23.328
21.4,3,2015,6,21,6,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5,False,False,False,False,True,False,False,False,False,False,13.818285714285716
1245.86,2,2018,2,19,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,9,False,False,False,False,True,False,False,False,False,False,576.6551999999999
17.544,4,2015,8,1,5,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,31,False,False,False,False,True,False,False,False,False,False,21.93
44.128,4,2015,8,1,5,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,31,False,False,False,False,True,False,False,False,False,False,56.88375
62.92,4,2015,8,1,5,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,31,False,False,False,False,True,False,False,False,False,False,293.62666666666667
78.304,4,2015,8,1,5,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,31,False,False,False,False,True,False,False,False,False,False,118.85428571428572
140.81,5,2017,7,18,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,15,False,False,False,False,True,False,False,False,False,False,529.4456
40.096,2,2016,2,9,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,41,False,False,False,False,True,False,False,False,False,False,70.16799999999999
40.784,2,2016,2,9,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,41,False,False,False,False,True,False,False,False,False,False,145.293
90.57,4,2018,7,29,6,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,45,False,False,False,False,False,False,False,False,True,False,116.73466666666666
