Order_Year,Order_Month,Sales,Region_East,Region_South,Region_West,City_Grouped_Columbus,City_Grouped_Detroit,City_Grouped_Houston,City_Grouped_Los Angeles,City_Grouped_New York City,City_Grouped_Other,City_Grouped_Philadelphia,City_Grouped_San Diego,City_Grouped_San Francisco,City_Grouped_Seattle,Pname
2016,6,82.64,True,False,False,False,False,False,False,False,True,False,False,False,False,98
2015,1,464.85,False,False,True,False,False,False,True,False,False,False,False,False,False,98
2016,2,132.224,False,True,False,False,False,False,False,False,True,False,False,False,False,99
2017,9,66.112,True,False,False,False,False,False,False,False,True,False,False,False,False,99
2014,5,66.112,False,False,False,False,False,False,False,False,True,False,False,False,False,99
2016,11,66.112,False,False,False,False,False,True,False,False,False,False,False,False,False,99
2014,8,289.24,False,False,True,False,False,False,True,False,False,False,False,False,False,99
2015,5,123.96,False,False,False,False,False,False,False,False,True,False,False,False,False,99
2016,7,165.28,True,False,False,False,False,False,False,True,False,False,False,False,False,99
2017,8,123.96,False,False,True,False,False,False,False,False,False,False,False,True,False,99
2016,4,82.64,True,False,False,False,False,False,False,False,True,False,False,False,False,99
2014,5,149.232,True,False,False,False,False,False,False,False,True,False,False,False,False,100
2016,8,186.54,False,True,False,False,False,False,False,False,True,False,False,False,False,100
2015,9,124.36,True,False,False,False,False,False,False,False,True,False,False,False,False,100
2015,11,186.54,False,True,False,False,False,False,False,False,True,False,False,False,False,100
2015,3,373.08,False,False,False,False,False,False,False,False,True,False,False,False,False,100
2017,12,124.36,True,False,False,False,False,False,False,True,False,False,False,False,False,100
2015,3,435.26,False,False,True,False,False,False,False,False,False,False,False,True,False,100
2017,2,147.568,True,False,False,True,False,False,False,False,False,False,False,False,False,101
2017,7,332.028,False,False,False,False,False,False,False,False,True,False,False,False,False,101
2016,2,73.784,False,False,False,False,False,True,False,False,False,False,False,False,False,101
2017,6,276.69,True,False,False,False,False,False,False,True,False,False,False,False,False,101
2017,11,516.488,True,False,False,False,False,False,False,False,False,True,False,False,False,101
2017,7,276.69,False,False,True,False,False,False,False,False,True,False,False,False,False,101
2014,12,58.36,False,False,False,False,False,False,False,False,True,False,False,False,False,102
2014,9,87.54,True,False,False,False,False,False,False,False,True,False,False,False,False,102
2017,7,145.9,False,False,True,False,False,False,False,False,True,False,False,False,False,102
2015,10,145.9,False,False,True,False,False,False,False,False,False,False,False,True,False,102
2017,11,25.02,False,False,True,False,False,False,False,False,True,False,False,False,False,103
2014,3,20.016,False,True,False,False,False,False,False,False,True,False,False,False,False,103
2015,11,151.96,False,False,False,False,False,False,False,False,True,False,False,False,False,104
2014,12,182.352,True,False,False,False,False,False,False,False,True,False,False,False,False,104
2015,6,364.704,False,False,True,False,False,False,False,False,True,False,False,False,False,104
2016,12,303.92,True,False,False,False,False,False,False,False,True,False,False,False,False,104
2015,11,12.132,False,False,False,False,False,False,False,False,False,False,False,False,False,105
2016,6,4.044,False,False,False,False,False,False,False,False,False,False,False,False,False,105
2014,11,10.11,False,False,True,False,False,False,True,False,False,False,False,False,False,105
2015,10,10.11,False,False,True,False,False,False,False,False,False,False,False,False,True,105
2016,10,31.4,False,False,False,False,True,False,False,False,False,False,False,False,False,106
2015,6,12.56,False,False,True,False,False,False,True,False,False,False,False,False,False,106
2017,11,18.84,False,False,True,False,False,False,True,False,False,False,False,False,False,106
2016,12,18.84,False,False,False,False,False,False,False,False,True,False,False,False,False,106
2016,5,12.56,True,False,False,False,False,False,False,True,False,False,False,False,False,106
2017,5,18.84,True,False,False,False,False,False,False,True,False,False,False,False,False,106
2017,7,20.096,True,False,False,False,False,False,False,False,False,True,False,False,False,106
2014,11,56.52,True,False,False,False,False,False,False,True,False,False,False,False,False,107
2016,2,18.84,False,True,False,False,False,False,False,False,True,False,False,False,False,107
2017,9,15.072,True,False,False,False,False,False,False,False,True,False,False,False,False,108
2017,6,35.168,False,True,False,False,False,False,False,False,True,False,False,False,False,108
2015,4,31.4,True,False,False,False,False,False,False,False,True,False,False,False,False,108
2014,11,35.168,True,False,False,False,False,False,False,False,True,False,False,False,False,108
2017,7,18.84,False,False,True,False,False,False,False,False,True,False,False,False,False,108
2017,7,18.84,False,True,False,True,False,False,False,False,False,False,False,False,False,109
2014,8,6.28,False,False,True,False,False,False,True,False,False,False,False,False,False,109
2017,10,69.08,True,False,False,False,False,False,False,False,True,False,False,False,False,109
2016,12,43.96,False,False,True,False,False,False,False,False,True,False,False,False,False,109
2017,6,4.95,False,False,True,False,False,False,False,False,False,False,False,True,False,110
2016,7,24.75,False,False,True,False,False,False,False,False,False,False,False,False,True,110
2017,10,35.0,True,False,False,False,False,False,False,False,True,False,False,False,False,111
2017,12,21.0,False,True,False,False,False,False,False,False,True,False,False,False,False,111
2016,10,14.0,False,False,False,False,False,False,False,False,True,False,False,False,False,111
2016,9,28.0,True,False,False,False,False,False,False,False,True,False,False,False,False,111
2017,5,35.0,False,False,True,False,False,False,False,False,True,False,False,False,False,111
2017,12,26.25,False,False,True,False,False,False,False,False,False,False,True,False,False,111
2017,10,9.656,False,True,False,False,False,False,False,False,True,False,False,False,False,112
2016,12,60.35,True,False,False,False,False,False,False,True,False,False,False,False,False,112
2017,9,12.07,True,False,False,False,False,False,False,True,False,False,False,False,False,112
2017,4,24.14,False,False,True,False,False,False,False,False,True,False,False,False,False,112
2016,8,19.312,True,False,False,False,False,False,False,False,False,True,False,False,False,112
2016,12,72.42,True,False,False,False,False,False,False,False,True,False,False,False,False,112
2015,9,129.93,False,True,False,False,False,False,False,False,True,False,False,False,False,113
2014,12,43.31,False,False,True,False,False,False,False,False,True,False,False,False,False,113
2016,4,86.62,False,False,False,False,False,False,False,False,True,False,False,False,False,113
2016,5,173.24,True,False,False,False,False,False,False,False,True,False,False,False,False,113
2017,5,129.93,True,False,False,False,False,False,False,False,True,False,False,False,False,113
2017,9,108.4,False,False,False,False,False,False,False,False,True,False,False,False,False,114
2015,4,108.4,True,False,False,False,False,False,False,True,False,False,False,False,False,114
2017,4,162.6,False,False,True,False,False,False,False,False,False,False,False,False,True,114
2017,6,526.45,False,False,False,False,False,False,False,False,True,False,False,False,False,115
2017,7,526.45,False,False,False,False,False,False,False,False,True,False,False,False,False,115
2015,7,168.464,True,False,False,False,False,False,False,False,False,True,False,False,False,115
2017,2,210.58,False,False,True,False,False,False,False,False,False,False,True,False,False,115
2014,3,111.0,False,False,True,False,False,False,False,False,True,False,False,False,False,116
2017,2,22.2,False,False,False,False,False,False,False,False,False,False,False,False,False,116
2017,4,44.4,False,False,False,False,False,False,False,False,False,False,False,False,False,116
2015,12,166.5,False,False,True,False,False,False,False,False,True,False,False,False,False,116
2016,3,159.04,False,False,False,False,False,False,False,False,False,False,False,False,False,117
2014,11,397.6,False,True,False,False,False,False,False,False,True,False,False,False,False,117
2014,12,190.848,True,False,False,False,False,False,False,False,True,False,False,False,False,117
2016,2,318.08,False,True,False,False,False,False,False,False,True,False,False,False,False,117
2016,11,238.56,False,False,True,False,False,False,True,False,False,False,False,False,False,117
2015,7,181.96,True,False,False,False,False,False,False,False,True,False,False,False,False,118
2014,12,218.352,False,False,True,False,False,False,False,False,True,False,False,False,False,118
2016,7,272.94,False,False,False,False,True,False,False,False,False,False,False,False,False,118
2015,1,254.744,False,False,False,False,False,False,False,False,True,False,False,False,False,118
2014,1,272.94,False,False,False,False,False,False,False,False,True,False,False,False,False,118
2014,8,121.376,False,False,True,False,False,False,False,False,True,False,False,False,False,119
2017,7,91.032,False,True,False,False,False,False,False,False,True,False,False,False,False,119
2016,12,113.79,True,False,False,False,False,False,False,True,False,False,False,False,False,119
2017,12,37.93,True,False,False,False,False,False,False,False,True,False,False,False,False,119
2016,4,30.344,False,False,False,False,False,False,False,False,True,False,False,False,False,119
2014,11,151.72,False,False,True,False,False,False,False,False,False,False,True,False,False,119
2015,9,207.35,False,False,True,False,False,False,False,False,True,False,False,False,False,120
2014,11,124.41,True,False,False,False,False,False,False,False,True,False,False,False,False,120
2016,6,32.712,False,False,False,False,False,True,False,False,False,False,False,False,False,121
2017,5,65.424,False,False,False,False,False,True,False,False,False,False,False,False,False,121
2015,8,20.104,False,False,False,False,False,True,False,False,False,False,False,False,False,122
2015,6,20.104,True,False,False,False,False,False,False,False,True,False,False,False,False,122
2014,11,60.312,True,False,False,False,False,False,False,False,False,True,False,False,False,122
2017,4,60.312,True,False,False,False,False,False,False,False,False,True,False,False,False,122
2017,12,201.04,False,False,True,False,False,False,False,False,False,False,False,True,False,122
2014,11,19.3,False,False,False,False,False,True,False,False,False,False,False,False,False,123
2014,1,38.6,False,True,False,False,False,False,False,False,True,False,False,False,False,123
2014,1,19.3,False,False,True,False,False,False,True,False,False,False,False,False,False,123
2015,3,30.88,False,True,False,False,False,False,False,False,True,False,False,False,False,123
2016,9,15.232,False,False,True,False,False,False,False,False,True,False,False,False,False,124
2017,11,22.848,False,False,False,False,False,False,False,False,True,False,False,False,False,124
2016,10,38.08,False,False,False,False,False,False,False,False,True,False,False,False,False,124
2017,10,45.696,False,True,False,False,False,False,False,False,True,False,False,False,False,124
2016,7,95.2,False,False,False,False,False,False,False,False,True,False,False,False,False,124
2014,3,45.696,False,True,False,False,False,False,False,False,True,False,False,False,False,124
2016,5,24.96,False,True,False,True,False,False,False,False,False,False,False,False,False,125
2016,9,68.64,False,False,False,False,False,False,False,False,True,False,False,False,False,125
2015,3,46.9,False,False,True,False,False,False,False,False,True,False,False,False,False,126
2016,9,15.008,False,False,False,False,False,False,False,False,True,False,False,False,False,126
2017,3,15.008,True,False,False,False,False,False,False,False,False,True,False,False,False,126
2017,9,22.512,True,False,False,False,False,False,False,False,False,True,False,False,False,126
2017,4,56.28,False,True,False,False,False,False,False,False,True,False,False,False,False,126
2015,6,51.072,True,False,False,False,False,False,False,False,False,True,False,False,False,127
2017,9,17.024,True,False,False,False,False,False,False,False,False,True,False,False,False,127
2014,11,53.2,False,False,True,False,False,False,False,False,False,False,True,False,False,127
2016,9,14.76,True,False,False,False,False,False,False,False,True,False,False,False,False,128
2017,6,8.856,False,False,False,False,False,False,False,False,False,False,False,False,False,128
2014,10,14.76,True,False,False,False,False,False,False,False,True,False,False,False,False,128
2015,8,14.76,False,False,False,False,False,False,False,False,True,False,False,False,False,128
2015,12,14.76,False,False,False,False,False,False,False,False,True,False,False,False,False,128
2017,10,11.808,False,True,False,False,False,False,False,False,True,False,False,False,False,128
2016,12,14.76,False,False,True,False,False,False,True,False,False,False,False,False,False,128
2015,7,7.38,True,False,False,False,False,False,False,True,False,False,False,False,False,128
2017,12,14.76,False,True,False,False,False,False,False,False,True,False,False,False,False,128
2016,6,22.14,False,False,True,False,False,False,False,False,False,False,False,True,False,128
2015,11,22.14,False,False,True,False,False,False,False,False,False,False,False,False,True,128
2017,3,22.14,False,False,True,False,False,False,False,False,False,False,False,False,True,128
2014,6,48.86,False,False,True,False,False,False,True,False,False,False,False,False,False,129
2017,1,27.92,False,False,True,False,False,False,True,False,False,False,False,False,False,129
2015,7,20.94,False,True,False,False,False,False,False,False,True,False,False,False,False,129
2017,12,20.94,True,False,False,False,False,False,False,True,False,False,False,False,False,129
2014,9,41.88,False,False,True,False,False,False,False,False,False,False,False,True,False,129
2016,3,39.92,False,True,False,True,False,False,False,False,False,False,False,False,False,130
2016,10,19.96,False,False,True,False,False,False,True,False,False,False,False,False,False,130
2016,10,39.92,False,True,False,False,False,False,False,False,True,False,False,False,False,130
2016,11,9.98,False,False,True,False,False,False,False,False,True,False,False,False,False,130
2016,12,39.92,False,False,True,False,False,False,False,False,False,False,True,False,False,130
2014,1,12.42,False,True,False,False,False,False,False,False,True,False,False,False,False,131
2017,11,12.42,False,False,True,False,False,False,True,False,False,False,False,False,False,131
2015,5,8.28,True,False,False,False,False,False,False,False,True,False,False,False,False,131
2017,11,3.312,True,False,False,False,False,False,False,False,False,True,False,False,False,131
2016,7,12.42,False,False,True,False,False,False,False,False,False,False,False,False,True,131
2016,11,4.18,False,False,True,False,False,False,False,False,True,False,False,False,False,132
2017,11,20.9,True,False,False,False,False,False,False,False,True,False,False,False,False,132
2016,5,16.72,False,True,False,False,False,False,False,False,True,False,False,False,False,132
2015,12,6.688,False,False,False,False,False,True,False,False,False,False,False,False,False,132
2015,12,25.08,False,False,True,False,False,False,False,False,True,False,False,False,False,132
2017,9,8.36,False,False,True,False,False,False,True,False,False,False,False,False,False,132
2014,12,12.54,False,False,True,False,False,False,False,False,True,False,False,False,False,132
2017,12,16.72,False,False,True,False,False,False,False,False,True,False,False,False,False,132
2016,3,86.45,False,True,False,False,False,False,False,False,True,False,False,False,False,133
2017,10,19.76,False,True,False,False,False,False,False,False,True,False,False,False,False,133
2016,7,24.7,False,False,False,False,False,False,False,False,True,False,False,False,False,133
2016,5,37.05,False,False,True,False,False,False,False,False,False,False,False,True,False,133
2014,8,12.35,False,False,True,False,False,False,False,False,False,False,False,False,True,133
2015,11,17.496,False,False,False,False,False,False,False,False,False,False,False,False,False,134
2017,4,11.664,False,False,True,False,False,False,False,False,True,False,False,False,False,134
2015,4,24.3,True,False,False,False,False,False,False,False,True,False,False,False,False,134
2016,9,5.352,True,False,False,True,False,False,False,False,False,False,False,False,False,135
2014,10,8.92,False,True,False,False,False,False,False,False,True,False,False,False,False,135
2016,1,14.272,False,True,False,False,False,False,False,False,True,False,False,False,False,135
2015,9,8.92,True,False,False,False,False,False,False,False,True,False,False,False,False,135
2016,10,63.968,False,True,False,False,False,False,False,False,True,False,False,False,False,136
2014,11,199.9,True,False,False,False,False,False,False,False,True,False,False,False,False,136
2016,4,159.92,False,True,False,False,False,False,False,False,True,False,False,False,False,136
2017,11,119.94,False,False,True,False,False,False,True,False,False,False,False,False,False,136
2017,8,31.984,False,True,False,False,False,False,False,False,True,False,False,False,False,136
2017,12,199.9,False,False,True,False,False,False,False,False,False,False,False,False,True,136
2015,10,15.488,False,False,True,False,False,False,False,False,True,False,False,False,False,137
2016,12,14.52,False,False,True,False,False,False,False,False,True,False,False,False,False,137
2015,12,9.68,False,False,False,False,False,False,False,False,True,False,False,False,False,137
2015,5,8.352,True,False,False,False,False,False,False,False,True,False,False,False,False,138
2014,12,3.48,False,False,True,False,False,False,False,False,False,False,True,False,False,138
2016,11,6.96,False,False,True,False,False,False,False,False,False,False,False,True,False,138
2014,5,12.18,False,False,True,False,False,False,False,False,False,False,False,False,True,138
2017,8,2.784,False,True,False,False,False,False,False,False,True,False,False,False,False,138
2016,7,27.42,True,False,False,False,False,False,False,False,True,False,False,False,False,139
2015,6,27.42,False,True,False,False,False,False,False,False,True,False,False,False,False,139
2015,11,63.98,False,False,True,False,False,False,False,False,True,False,False,False,False,139
2017,4,18.28,False,False,True,False,False,False,False,False,False,False,False,True,False,139
2017,5,18.28,False,False,True,False,False,False,False,False,True,False,False,False,False,139
2015,3,4.712,False,False,False,False,False,False,False,False,False,False,False,False,False,140
2017,9,14.136,False,True,False,False,False,False,False,False,True,False,False,False,False,140
2017,5,6.24,False,False,False,True,False,False,False,False,False,False,False,False,False,140
2014,3,8.32,True,False,False,True,False,False,False,False,False,False,False,False,False,140
2014,10,17.67,True,False,False,False,False,False,False,False,True,False,False,False,False,140
2016,11,7.068,False,False,False,False,False,True,False,False,False,False,False,False,False,140
2015,11,4.712,False,True,False,False,False,False,False,False,True,False,False,False,False,140
2014,3,4.992,False,True,False,False,False,False,False,False,True,False,False,False,False,140
2015,8,4.16,False,False,True,False,False,False,True,False,False,False,False,False,False,140
2017,9,47.12,True,False,False,False,False,False,False,True,False,False,False,False,False,140
2017,11,47.12,False,False,True,False,False,False,False,False,True,False,False,False,False,140
2016,4,23.56,False,False,True,False,False,False,False,False,True,False,False,False,False,140
2014,6,6.24,False,False,True,False,False,False,False,False,False,False,False,False,True,140
2017,12,70.68,False,False,True,False,False,False,False,False,False,False,False,False,True,140
2016,9,21.44,False,False,True,False,False,False,False,False,True,False,False,False,False,141
2016,10,67.0,False,False,False,False,False,False,False,False,True,False,False,False,False,141
2015,5,26.8,True,False,False,False,False,False,False,True,False,False,False,False,False,141
2016,12,13.4,True,False,False,False,False,False,False,False,True,False,False,False,False,141
2016,10,40.2,True,False,False,False,False,False,False,False,True,False,False,False,False,141
2016,9,1336.44,False,False,False,False,False,False,False,False,True,False,False,False,False,142
2016,12,190.92,False,False,False,False,False,False,False,False,True,False,False,False,False,142
2016,12,859.14,False,True,False,False,False,False,False,False,True,False,False,False,False,142
2017,5,477.3,False,False,False,False,False,False,False,False,True,False,False,False,False,142
2016,1,315.776,False,True,False,False,False,False,False,False,True,False,False,False,False,143
2017,8,148.02,False,False,True,False,False,False,True,False,False,False,False,False,False,143
2017,12,77.72,False,False,False,False,False,False,False,False,True,False,False,False,False,144
2016,3,971.5,True,False,False,False,False,False,False,False,True,False,False,False,False,144
2016,6,466.32,True,False,False,False,False,False,False,False,True,False,False,False,False,144
2015,6,621.76,False,False,True,False,False,False,False,False,True,False,False,False,False,144
2017,12,310.88,True,False,False,False,False,False,False,False,False,True,False,False,False,144
2014,5,310.88,False,True,False,False,False,False,False,False,True,False,False,False,False,144
2014,5,29.32,False,False,False,False,False,False,False,False,False,False,False,False,False,145
2014,12,87.96,False,False,True,False,False,False,False,False,True,False,False,False,False,145
2016,8,47.04,False,False,True,False,False,False,True,False,False,False,False,False,False,146
2015,6,35.28,True,False,False,False,False,False,False,True,False,False,False,False,False,146
2014,12,70.56,False,False,True,False,False,False,False,False,False,False,False,True,False,146
2016,3,35.28,False,False,True,False,False,False,False,False,False,False,False,True,False,146
2016,12,70.56,False,False,False,False,False,False,False,False,True,False,False,False,False,146
2017,11,28.272,False,True,False,False,False,False,False,False,True,False,False,False,False,147
2016,9,21.204,False,False,False,False,False,True,False,False,False,False,False,False,False,147
2017,4,42.408,True,False,False,False,False,False,False,False,False,True,False,False,False,147
2014,11,35.34,False,False,True,False,False,False,False,False,False,False,True,False,False,147
2014,9,35.34,False,False,True,False,False,False,False,False,False,False,False,False,True,147
2016,9,14.136,False,False,False,False,False,False,False,False,True,False,False,False,False,147
2017,11,101.52,False,True,False,False,False,False,False,False,True,False,False,False,False,148
2015,11,76.14,True,False,False,False,False,False,False,False,True,False,False,False,False,148
2014,4,76.14,False,False,True,False,False,False,False,False,True,False,False,False,False,148
2016,1,23.076,False,False,False,False,False,False,False,False,True,False,False,False,False,149
2016,3,76.92,False,True,False,True,False,False,False,False,False,False,False,False,False,149
2017,2,7.692,False,False,False,False,False,False,False,False,True,False,False,False,False,149
2014,10,15.384,False,True,False,False,False,False,False,False,True,False,False,False,False,149
2014,3,30.768,False,True,False,False,False,False,False,False,True,False,False,False,False,149
2016,6,57.69,False,False,False,False,False,False,False,False,True,False,False,False,False,149
2015,8,46.152,False,True,False,False,False,False,False,False,True,False,False,False,False,149
2014,9,57.69,False,False,False,False,False,False,False,False,True,False,False,False,False,149
2017,11,18.7,False,False,True,False,False,False,True,False,False,False,False,False,False,150
2014,6,37.4,False,False,True,False,False,False,False,False,True,False,False,False,False,150
2016,12,111.15,True,False,False,False,False,False,False,False,True,False,False,False,False,151
2016,12,133.38,False,True,False,False,False,False,False,False,True,False,False,False,False,151
2017,6,22.23,True,False,False,False,False,False,False,True,False,False,False,False,False,151
2014,11,111.15,False,True,False,False,False,False,False,False,True,False,False,False,False,151
2016,11,35.568,False,True,False,False,False,False,False,False,True,False,False,False,False,152
2017,11,88.92,False,True,False,False,False,False,False,False,True,False,False,False,False,152
2014,12,44.46,False,False,True,False,False,False,True,False,False,False,False,False,False,152
2016,2,44.46,True,False,False,False,False,False,False,True,False,False,False,False,False,152
2015,12,44.46,False,False,True,False,False,False,False,False,False,False,True,False,False,152
2017,2,22.23,False,False,True,False,False,False,False,False,False,False,True,False,False,152
2015,11,66.69,False,False,True,False,False,False,False,False,True,False,False,False,False,152
2016,11,44.46,False,False,False,False,False,False,False,False,True,False,False,False,False,153
2015,12,53.352,False,True,False,False,False,False,False,False,True,False,False,False,False,153
2015,12,72.704,True,False,False,False,False,False,False,False,True,False,False,False,False,154
2017,12,72.704,False,True,False,False,False,False,False,False,True,False,False,False,False,154
2015,11,18.176,False,True,False,False,False,False,False,False,True,False,False,False,False,154
2015,11,68.16,True,False,False,False,False,False,False,True,False,False,False,False,False,154
2015,4,54.528,False,True,False,False,False,False,False,False,True,False,False,False,False,154
2017,10,22.72,False,False,True,False,False,False,False,False,True,False,False,False,False,154
2017,3,26.72,True,False,False,False,False,False,False,False,True,False,False,False,False,155
2016,5,32.064,False,False,False,False,False,False,False,False,True,False,False,False,False,155
2016,10,24.96,False,False,True,False,False,False,False,False,True,False,False,False,False,156
2016,5,41.6,False,False,True,False,False,False,False,False,True,False,False,False,False,156
2017,11,126.3,False,False,False,False,False,False,False,False,True,False,False,False,False,157
2017,10,547.3,True,False,False,False,False,False,False,True,False,False,False,False,False,157
2017,6,126.3,False,False,True,False,False,False,False,False,False,False,False,False,True,157
2015,4,67.36,False,True,False,False,False,False,False,False,True,False,False,False,False,157
2015,9,131.88,False,False,True,False,False,False,False,False,True,False,False,False,False,158
2016,7,60.288,False,False,False,False,False,False,False,False,True,False,False,False,False,158
2016,5,22.608,False,False,False,False,False,False,False,False,False,False,False,False,False,158
2017,5,22.608,False,False,False,False,False,False,False,False,False,False,False,False,False,158
2016,4,22.608,False,False,False,False,False,False,False,False,True,False,False,False,False,158
2017,3,94.2,False,False,True,False,False,False,False,False,True,False,False,False,False,158
2015,4,37.68,False,False,True,False,False,False,True,False,False,False,False,False,False,158
2017,8,120.576,False,False,True,False,False,False,False,False,True,False,False,False,False,158
2015,6,75.36,False,False,True,False,False,False,False,False,True,False,False,False,False,158
2016,8,22.608,False,False,False,False,False,False,False,False,True,False,False,False,False,158
2017,2,30.144,True,False,False,False,False,False,False,False,True,False,False,False,False,158
2017,1,37.68,True,False,False,False,False,False,False,False,True,False,False,False,False,158
2016,10,77.6,True,False,False,False,False,False,False,False,True,False,False,False,False,159
2015,7,7.76,False,False,False,False,False,False,False,False,False,False,False,False,False,159
2015,1,77.6,False,False,True,False,False,False,True,False,False,False,False,False,False,159
2016,2,135.8,True,False,False,False,False,False,False,True,False,False,False,False,False,159
2017,11,77.6,True,False,False,False,False,False,False,False,True,False,False,False,False,159
2014,12,58.2,False,False,True,False,False,False,False,False,False,False,False,True,False,159
2016,5,5.584,False,False,False,False,False,False,False,False,False,False,False,False,False,160
2014,4,22.336,True,False,False,True,False,False,False,False,False,False,False,False,False,160
2017,5,6.98,False,False,True,False,False,False,False,False,True,False,False,False,False,160
2014,6,13.96,True,False,False,False,False,False,False,True,False,False,False,False,False,160
2015,7,13.96,True,False,False,False,False,False,False,True,False,False,False,False,False,160
2014,10,5.312,False,False,False,False,False,True,False,False,False,False,False,False,False,161
2016,9,13.28,False,True,False,False,False,False,False,False,True,False,False,False,False,161
2017,9,21.248,True,False,False,False,False,False,False,False,True,False,False,False,False,161
2014,8,13.28,True,False,False,False,False,False,False,False,True,False,False,False,False,161
2017,12,7.968,False,False,False,False,False,False,False,False,True,False,False,False,False,161
2015,3,19.92,False,False,True,False,False,False,False,False,False,False,True,False,False,161
2014,4,59.92,False,False,True,False,False,False,True,False,False,False,False,False,False,162
2016,3,14.98,True,False,False,False,False,False,False,False,True,False,False,False,False,162
2014,11,23.968,True,False,False,False,False,False,False,False,True,False,False,False,False,162
2016,5,79.384,True,False,False,False,False,False,False,False,True,False,False,False,False,163
2017,7,396.92,True,False,False,True,False,False,False,False,False,False,False,False,False,163
2015,4,595.38,False,True,False,True,False,False,False,False,False,False,False,False,False,163
2017,8,198.46,False,False,True,False,False,False,False,False,True,False,False,False,False,163
2017,7,198.46,False,False,True,False,False,False,False,False,True,False,False,False,False,163
2016,11,595.38,False,False,True,False,False,False,True,False,False,False,False,False,False,163
2016,12,396.92,True,False,False,False,False,False,False,True,False,False,False,False,False,163
2015,9,238.152,False,False,True,False,False,False,False,False,True,False,False,False,False,163
2017,3,2.91,False,False,False,True,False,False,False,False,False,False,False,False,False,164
2016,11,2.328,False,False,False,False,False,True,False,False,False,False,False,False,False,164
2016,12,2.328,False,False,False,False,False,True,False,False,False,False,False,False,False,164
2017,11,5.82,False,False,False,False,False,False,False,False,True,False,False,False,False,164
2017,11,4.656,True,False,False,False,False,False,False,False,True,False,False,False,False,164
2016,4,18.624,False,True,False,False,False,False,False,False,True,False,False,False,False,164
2016,6,8.73,False,False,True,False,False,False,False,False,False,False,False,True,False,164
2014,1,62.82,False,True,False,False,False,False,False,False,True,False,False,False,False,165
2014,11,25.128,False,False,False,False,False,False,False,False,True,False,False,False,False,165
2015,6,75.384,False,False,False,False,False,True,False,False,False,False,False,False,False,165
2017,10,2154.9,True,False,False,False,False,False,False,False,True,False,False,False,False,166
2017,9,1292.94,False,False,True,False,False,False,False,False,True,False,False,False,False,166
2016,11,842.94,False,True,False,False,False,False,False,False,True,False,False,False,False,167
2016,5,1685.88,False,False,True,False,False,False,False,False,True,False,False,False,False,167
2016,6,337.176,True,False,False,False,False,False,False,False,False,True,False,False,False,167
2016,11,674.352,False,False,True,False,False,False,False,False,False,False,True,False,False,167
2016,3,528.43,False,False,False,False,False,False,False,False,False,False,False,False,False,168
2017,6,301.96,False,True,False,False,False,False,False,False,True,False,False,False,False,168
2016,7,528.43,False,False,False,False,False,False,False,False,True,False,False,False,False,168
2016,9,483.136,False,False,True,False,False,False,False,False,True,False,False,False,False,168
2017,7,362.352,False,False,True,False,False,False,True,False,False,False,False,False,False,168
2014,11,603.92,False,False,True,False,False,False,False,False,True,False,False,False,False,168
2015,9,271.764,True,False,False,False,False,False,False,True,False,False,False,False,False,168
2017,3,271.764,True,False,False,False,False,False,False,True,False,False,False,False,False,168
2017,9,603.92,False,False,False,False,False,False,False,False,True,False,False,False,False,168
2017,9,213.43,False,False,False,False,False,False,False,False,True,False,False,False,False,169
2015,4,128.058,False,False,False,False,False,False,False,False,True,False,False,False,False,169
2016,12,146.352,False,False,True,False,False,False,True,False,False,False,False,False,False,169
2015,12,548.8199999999999,True,False,False,False,False,False,False,True,False,False,False,False,False,169
2016,6,121.96,True,False,False,False,False,False,False,False,True,False,False,False,False,169
2017,5,128.058,True,False,False,False,False,False,False,False,False,True,False,False,False,169
2015,11,109.764,True,False,False,False,False,False,False,False,True,False,False,False,False,169
2016,11,47.992,False,False,False,False,False,False,False,False,False,False,False,False,False,170
2017,5,47.992,True,False,False,True,False,False,False,False,False,False,False,False,False,170
2016,4,95.984,False,False,False,False,False,True,False,False,False,False,False,False,False,170
2017,12,239.96,True,False,False,False,False,False,False,False,False,True,False,False,False,170
2015,5,191.968,False,False,True,False,False,False,False,False,True,False,False,False,False,170
2015,10,191.968,False,False,True,False,False,False,False,False,False,False,True,False,False,170
2015,9,1690.04,False,True,False,False,False,False,False,False,True,False,False,False,False,171
2016,9,887.271,True,False,False,False,False,False,False,False,False,True,False,False,False,171
2017,1,887.271,True,False,False,False,False,False,False,False,False,True,False,False,False,171
2016,3,1352.032,False,False,True,False,False,False,False,False,False,False,False,True,False,171
2015,4,1267.53,True,False,False,False,False,False,False,False,True,False,False,False,False,171
2015,9,717.72,False,False,True,False,False,False,False,False,True,False,False,False,False,172
2014,7,478.48,False,False,True,False,False,False,False,False,True,False,False,False,False,172
2017,12,897.15,True,False,False,False,False,False,False,False,True,False,False,False,False,172
2017,7,239.24,False,True,False,False,False,False,False,False,True,False,False,False,False,172
2014,7,717.72,False,False,True,False,False,False,False,False,False,False,False,True,False,172
2017,10,478.48,False,False,True,False,False,False,False,False,True,False,False,False,False,172
2014,3,1139.92,False,True,False,False,False,False,False,False,True,False,False,False,False,173
2014,11,797.944,False,False,False,False,False,False,False,False,False,False,False,False,False,173
2016,12,1424.9,False,False,False,False,False,False,False,False,True,False,False,False,False,173
